;id;unvan;gorevyeri;anahtarkelime;anahtarkelime2;ilgi
531;138601;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
532;107879;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
533;109160;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
534;103403;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TÜRK MÜZİĞİ BÖLÜMÜ/TÜRK MÜZİĞİ ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Müzik;" Klasik  Türk  Müziği ( Sanat Müziği ) ; Orkestra Şefliği"
535;138599;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Yönetim Bilişim Sistemleri;" Bilişim Sistemleri ; Bilgi Yönetimi ; Karar Destek Sistemleri"
536;60582;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Atatürk İlkeleri ve Cumhuriyet Tarihi;
537;139078;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SANAT, TASARIM VE MİMARLIK FAKÜLTESİ/SERAMİK VE CAM TASARIMI BÖLÜMÜ/SERAMİK ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Plastik Sanatlar; Seramik
538;223203;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/ARAP DİLİ VE BELAGATI ANABİLİM DALI/;İlahiyat Temel Alanı;Temel İslam Bilimleri; Arap Dili ve Belâgati
539;229304;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
540;138066;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
541;110907;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
542;106016;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
543;149079;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
544;138103;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAĞLIK BİLİMLERİ FAKÜLTESİ/HEMŞİRELİK BÖLÜMÜ/İÇ HASTALIKLARI HEMŞİRELİĞİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Dahili Hastalıklar Hemşireliği;
545;35724;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Bilgi ve Belge Yönetimi;" Bilişim Sistemleri ; Dokümantasyon ; Kütüphanecilik"
546;168559;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/YABANCI DİLLER EĞİTİMİ BÖLÜMÜ/İNGİLİZ DİLİ EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Yabancı Dil Eğitimi;
547;234094;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/TEFSİR ANABİLİM DALI/;;;
548;136255;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
549;231797;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/TIBBİ HİZMETLER VE TEKNİKLER BÖLÜMÜ/OPTİSYENLİK PR./;Mühendislik Temel Alanı;Elektrik-Elektronik Mühendisliği;" Yapay Öğrenme ; Haberleşme ; Bulanık Mantık "
550;138075;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
551;223304;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/TERAPİ VE REHABİLİTASYON BÖLÜMÜ/FİZYOTERAPİ PR./;Sağlık Bilimleri Temel Alanı;Fiziksel Tıp ve Rehabilitasyon;
552;280213;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
553;103448;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TÜRK MÜZİĞİ BÖLÜMÜ/TÜRK MÜZİĞİ ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Müzik;" Türk Halk müziği ; Türk Halk Müziği (Yorumculuk)"
554;138615;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Filoloji Temel Alanı;Dünya Dilleri ve Edebiyatları; İngiliz Dili ve Edebiyatı
555;249784;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Fen Bilimleri ve Matematik Temel Alanı;Kimya;" Fiziksel Kimya ; Nanoteknoloji ; Yüzey Kimyası"
556;201910;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TÜRK MÜZİĞİ BÖLÜMÜ/TÜRK MÜZİĞİ ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Müzik;" Klasik  Türk  Müziği ( Sanat Müziği ) ; Müzikoloji ; Yorumculuk"
557;302635;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/TIBBİ HİZMETLER VE TEKNİKLER BÖLÜMÜ/ANESTEZİ PR./;;;
558;267695;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Gazetecilik ve Medya Çalışmaları;
559;33108;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/ORTADOĞU ENSTİTÜSÜ/ORTADOĞU ÇALIŞMALARI ANABİLİM DALI /;;;
560;121017;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/ALMAN DİLİ VE EDEBİYATI BÖLÜMÜ/ALMAN DİLİ VE EDEBİYATI ANABİLİM DALI/;Filoloji Temel Alanı;Dünya Dilleri ve Edebiyatları; Alman Dili ve Edebiyatı
561;202250;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
562;300909;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/ADAPAZARI MESLEK YÜKSEKOKULU/ELEKTRONİK VE OTOMASYON BÖLÜMÜ/MEKATRONİK PR. /;;;
563;138507;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
564;222800;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DİŞ HEKİMLİĞİ FAKÜLTESİ/KLİNİK BİLİMLER BÖLÜMÜ/PROTETİK DİŞ TEDAVİSİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Protetik Diş Tedavisi;
565;139122;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
566;138511;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
567;138060;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
568;103363;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TÜRK MÜZİĞİ BÖLÜMÜ/TÜRK MÜZİĞİ ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Müzik;" Klasik  Türk  Müziği ( Sanat Müziği ) ; Yorumculuk ; Türk Halk müziği"
569;248970;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/ORTADOĞU ENSTİTÜSÜ/ORTADOĞU ÇALIŞMALARI ANABİLİM DALI /;;;
570;276327;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/ADAPAZARI MESLEK YÜKSEKOKULU/MÜLKİYET KORUMA VE GÜVENLİK BÖLÜMÜ/ACİL DURUM VE AFET YÖNETİMİ PR./;Mühendislik Temel Alanı;Bilgisayar Bilimleri ve Mühendisliği;
571;136260;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/ADAPAZARI MESLEK YÜKSEKOKULU/BİLGİSAYAR KULLANIMI BÖLÜMÜ/BİLGİ YÖNETİMİ PR. /;;;
572;202725;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
573;21683;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/MAKİNE MÜHENDİSLİĞİ BÖLÜMÜ/MAKİNE MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Makine Mühendisliği;
574;185438;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/TEFSİR ANABİLİM DALI/;;;
575;30291;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/İLETİŞİM FAKÜLTESİ/GAZETECİLİK BÖLÜMÜ/GAZETECİLİK ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Gazetecilik ve Medya Çalışmaları;" Sosyal Medya Çalışmaları ; Medya Teknolojileri ; İnternet Yayıncılığı"
576;111979;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SANAT, TASARIM VE MİMARLIK FAKÜLTESİ/SERAMİK VE CAM TASARIMI BÖLÜMÜ/SERAMİK ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Plastik Sanatlar;
577;138076;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
578;138505;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
579;260412;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/TEFSİR ANABİLİM DALI/;;;
580;138165;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
581;138059;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
582;138172;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
583;138501;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
584;234638;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/;İlahiyat Temel Alanı;Temel İslam Bilimleri; Arap Dili ve Belâgati
585;188728;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
586;139119;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
587;136264;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/ADAPAZARI MESLEK YÜKSEKOKULU/ELEKTRONİK VE OTOMASYON BÖLÜMÜ/MEKATRONİK PR. /;;;
588;176875;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
589;138643;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SANAT, TASARIM VE MİMARLIK FAKÜLTESİ/GELENEKSEL TÜRK SANATLARI BÖLÜMÜ/TEZHİP ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Geleneksel Türk Sanatları;" Hat ; Minyatür"
590;270414;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
591;274694;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
592;138064;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
593;206783;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/TIBBİ HİZMETLER VE TEKNİKLER BÖLÜMÜ/TIBBİ DOKÜMANTASYON VE SEKRETERLİK PR./;;;
594;101829;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/FİZİK BÖLÜMÜ/ATOM VE MOLEKÜL FİZİĞİ ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Fizik;" Atom- Molekül ve Lazer Fiziği ; Spektroskopi"
595;126700;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAĞLIK BİLİMLERİ FAKÜLTESİ/EBELİK BÖLÜMÜ/EBELİK ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Psikiyatri Hemşireliği;
596;115622;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/ÇOCUK BAKIMI VE GENÇLİK HİZMETLERİ BÖLÜMÜ/ÇOCUK GELİŞİMİ PR./;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Özel Eğitim;" İşitme Engelliler Eğitimi ; Konuşma Engelliler Eğitimi ; Çok Engellilerin Eğitimi"
597;234092;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/ÇOCUK BAKIMI VE GENÇLİK HİZMETLERİ BÖLÜMÜ/ÇOCUK GELİŞİMİ PR./;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Sosyoloji;" Aile Sosyolojisi ; Eğitim Sosyolojisi ; Değişme- Azgelişmişlik ve Modernleşme Sosyolojisi"
598;108918;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Dilbilimi;
599;282463;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Fen Bilimleri ve Matematik Temel Alanı;Fizik;" Optoelektronik ; Yarı İletkenler ; Nanoteknoloji"
600;139123;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Filoloji Temel Alanı;Dünya Dilleri ve Edebiyatları; İngiliz Dili ve Edebiyatı
601;26697;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
602;154490;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAĞLIK BİLİMLERİ FAKÜLTESİ/HEMŞİRELİK BÖLÜMÜ/İÇ HASTALIKLARI HEMŞİRELİĞİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Dahili Hastalıklar Hemşireliği;
603;202002;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Filoloji Temel Alanı;Yeni Türk Edebiyatı;
604;260413;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/TEFSİR ANABİLİM DALI/;;;
605;240794;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
606;56448;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
607;27319;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/TEMEL EĞİTİM BÖLÜMÜ/OKUL ÖNCESİ EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Temel Eğitim; Okul Öncesi Eğitimi
608;167188;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Siyaset Bilimi;" Siyasal Antropoloji ; Türk Siyasal Hayatı ; Toplumsal Cinsiyet"
609;241787;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/SAĞLIK BAKIM HİZMETLERİ BÖLÜMÜ/YAŞLI BAKIMI PR./;Sağlık Bilimleri Temel Alanı;Halk Sağlığı Hemşireliği;
610;138073;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
611;312174;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
612;138494;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
613;138596;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
614;102507;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/BİLGİSAYAR VE ÖĞRETİM TEKNOLOJİLERİ EĞİTİMİ BÖLÜMÜ/BİLGİSAYAR VE ÖĞRETİM TEKNOLOJİLERİ EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Bilgisayar ve Öğretim Teknolojileri Eğitimi;" Eğitim Teknolojileri ; Bilişim Teknolojileri Eğitimi ; Açık ve Uzaktan Öğrenme"
615;21935;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Mühendislik Temel Alanı;Elektrik-Elektronik Mühendisliği;" Ağ Sistemleri ; Haberleşme ; Görüntü İşleme"
616;139044;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Yabancı Dil Eğitimi; İngilizce
617;239461;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Fen Bilimleri ve Matematik Temel Alanı;Kimya; Fiziksel Kimya
618;101314;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Filoloji Temel Alanı;Yeni Türk Edebiyatı; Türkiye Sahası Yeni Türk Edebiyatı
619;280985;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/ADAPAZARI MESLEK YÜKSEKOKULU/ELEKTRONİK VE OTOMASYON BÖLÜMÜ/ELEKTRONİK TEKNOLOJİSİ PR. /;;;
620;180402;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
621;138069;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
622;303716;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/ARAP DİLİ VE BELAGATI ANABİLİM DALI/;İlahiyat Temel Alanı;Temel İslam Bilimleri; Arap Dili ve Belâgati
623;234535;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/ARAP DİLİ VE BELAGATI ANABİLİM DALI/;;;
624;184505;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/ÇEVİRİBİLİM BÖLÜMÜ/MÜTERCİM TERCÜMANLIK  ANABİLİM DALI/;Filoloji Temel Alanı;Dünya Dilleri ve Edebiyatları; Alman Dili ve Edebiyatı
625;39643;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/ADAPAZARI MESLEK YÜKSEKOKULU/BİLGİSAYAR TEKNOLOJİLERİ BÖLÜMÜ/BİLGİSAYAR PROGRAMCILIĞI PR. /;Mühendislik Temel Alanı;Bilgisayar Bilimleri ve Mühendisliği;" Bilgisayar Yazılımı ; Veri Tabanları ; Bilgisayar Sistem Yapısı ve Donanımı"
626;301087;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SANAT, TASARIM VE MİMARLIK FAKÜLTESİ/GELENEKSEL TÜRK SANATLARI BÖLÜMÜ/ÇİNİ TASARIMI ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Geleneksel Türk Sanatları;" Çini ; Cilt"
627;136954;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/TEMEL EĞİTİM BÖLÜMÜ/OKUL ÖNCESİ EĞİTİMİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Çocuk Gelişimi;" Okul Öncesi Eğitimi ; Çocuk Gelişimi Eğitimi"
628;293463;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
629;104944;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/İLETİŞİM FAKÜLTESİ/RADYO TELEVİZYON VE SİNEMA BÖLÜMÜ/RADYO TELEVİZYON VE SİNEMA ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Gazetecilik ve Medya Çalışmaları;" Radyo-Televizyon ; Televizyon Programcılığı ; Televizyon Yayıncılığı"
630;311924;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/TIBBİ HİZMETLER VE TEKNİKLER BÖLÜMÜ/TIBBİ DOKÜMANTASYON VE SEKRETERLİK PR./;;;
631;241862;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/TIBBİ HİZMETLER VE TEKNİKLER BÖLÜMÜ/İLK VE ACİL YARDIM PR./;Sağlık Bilimleri Temel Alanı;Dahili Hastalıklar Hemşireliği;
632;138499;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
633;298480;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/ADAPAZARI MESLEK YÜKSEKOKULU/MÜLKİYET KORUMA VE GÜVENLİK BÖLÜMÜ/ACİL DURUM VE AFET YÖNETİMİ PR./;;;
634;138618;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
635;138513;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
636;138102;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAĞLIK BİLİMLERİ FAKÜLTESİ/HEMŞİRELİK BÖLÜMÜ/HEMŞİRELİK ESASLARI ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Hemşirelik Esasları ve Yönetimi;
637;138506;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
638;117411;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TÜRK MÜZİĞİ BÖLÜMÜ/TÜRK MÜZİĞİ ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Müzik;" Klasik  Türk  Müziği ( Sanat Müziği ) ; Orkestra Şefliği"
639;139117;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Mühendislik Temel Alanı;Bilgisayar Bilimleri ve Mühendisliği;" Bilgisayar ve İletişim Ağları ; Bilgisayar Yazılımı ; Yapay Öğrenme"
640;138173;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
641;22161;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/ADAPAZARI MESLEK YÜKSEKOKULU/BİLGİSAYAR TEKNOLOJİLERİ BÖLÜMÜ/İNTERNET VE AĞ TEKNOLOJİLERİ PR. /;Mühendislik Temel Alanı;Bilgisayar Bilimleri ve Mühendisliği;" Yapay Zeka ; Görüntü İşleme ; Bilgisayar Yazılımı"
642;138603;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Dilbilimi;
643;35301;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Yabancı Dil Eğitimi; İngilizce
644;203251;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/ÇOCUK BAKIMI VE GENÇLİK HİZMETLERİ BÖLÜMÜ/ÇOCUK GELİŞİMİ PR./;Spor Bilimleri Temel Alanı;Spor Bilimleri;
645;138609;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
646;122697;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/TIBBİ HİZMETLER VE TEKNİKLER BÖLÜMÜ/TIBBİ LABORATUVAR TEKNİKLERİ PR./;Fen Bilimleri ve Matematik Temel Alanı;Kimya; Fiziksel Kimya
647;260935;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/TERAPİ VE REHABİLİTASYON BÖLÜMÜ/FİZYOTERAPİ PR./;Sağlık Bilimleri Temel Alanı;Anatomi;
648;136382;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TÜRK HALK OYUNLARI BÖLÜMÜ/TÜRK HALK OYUNLARI ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Sahne Sanatları;" Halk Dansları ; Dans ve Koreografi ; Çağdaş Dans"
649;138071;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
650;138502;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
