;id;unvan;gorevyeri;anahtarkelime;anahtarkelime2;ilgi
420;109767;DOÇENT;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/İÇ HASTALIKLARI ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;İç Hastalıkları;
421;186077;DOÇENT;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/BEYİN VE SİNİR CERRAHİSİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Beyin ve Sinir Cerrahisi;
422;233946;DOÇENT;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/İÇ HASTALIKLARI ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Hematoloji;
423;129974;DOÇENT;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/BİYOLOJİ BÖLÜMÜ/BOTANİK ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Biyoloji; Hidrobiyoloji
424;26588;DOÇENT;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/TEMEL TIP BİLİMLERİ BÖLÜMÜ/BİYOİSTATİSTİK ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Biyoistatistik;
425;25499;DOÇENT;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/EKONOMETRİ BÖLÜMÜ/İSTATİSTİK ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Ekonometri;
426;11034;DOÇENT;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/TÜRK DİLİ VE EDEBİYATI BÖLÜMÜ/ESKİ TÜRK EDEBİYATI ANABİLİM DALI/;Filoloji Temel Alanı;Klasik Türk Edebiyatı; Osmanlı Sahası Klasik Türk Edebiyatı
427;136495;DOÇENT;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/MATEMATİK BÖLÜMÜ/UYGULAMALI MATEMATİK ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Matematik; Uygulamalı Matematik
428;159812;DOÇENT;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/RADYOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Radyoloji;
429;136144;DOÇENT;SAKARYA ÜNİVERSİTESİ/İŞLETME FAKÜLTESİ/İNSAN KAYNAKLARI YÖNETİMİ BÖLÜMÜ/PERFORMANS VE KARİYER YÖNETİMİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Yönetim ve Strateji; İnsan Kaynakları Yönetimi
430;137959;DOÇENT;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/METALURJİ VE MALZEME MÜHENDİSLİĞİ BÖLÜMÜ/METALURJİ VE MALZEME MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Malzeme ve Metalurji Mühendisliği;" Malzeme Bilimi ; Kaplama Teknolojisi"
431;129051;DOÇENT;SAKARYA ÜNİVERSİTESİ/SAĞLIK BİLİMLERİ FAKÜLTESİ/HEMŞİRELİK BÖLÜMÜ/HEMŞİRELİK ESASLARI ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Hemşirelik Esasları ve Yönetimi;
432;194277;DOÇENT;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/GÖĞÜS HASTALIKLARI ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Göğüs Hastalıkları;
433;122084;DOÇENT;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/SOSYAL HİZMET BÖLÜMÜ/TOPLUMSAL GELİŞME VE SOSYAL POLİTİKA ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Sosyal Hizmet;" Aile Sosyolojisi ; Sağlık Sosyolojisi ; Aile Kaynakları Eğitimi"
434;25366;DOÇENT;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/TÜRKÇE VE SOSYAL BİLİMLER EĞİTİMİ BÖLÜMÜ/SOSYAL BİLGİLER EĞİTİMİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Fiziki Coğrafya;" Klimatoloji ; Türkiye Fiziki Coğrafyası ; Türkiye'de Ortam Sorunları"
435;54312;DOÇENT;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/COĞRAFYA BÖLÜMÜ/BEŞERİ COĞRAFYA ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Beşeri ve İktisadi coğrafya;" Türkiye Beşeri Coğrafyası ; Yerleşme Coğrafyası ; Türkiye Ekonomik Coğrafyası"
436;200363;DOÇENT;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/SİYASET BİLİMİ VE KAMU YÖNETİMİ BÖLÜMÜ/SİYASET VE SOSYAL BİLİMLER ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Siyaset Bilimi;" Siyasal Akımlar ve Siyasal Düşünce Tarihi ; Karşılaştırmalı Siyasi Kurumlar ; Siyaset Sosyolojisi"
437;176874;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
438;156863;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;İlahiyat Temel Alanı;Temel İslam Bilimleri;" Arap Dili ve Belâgati ; Kelam "
439;291518;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/FELSEFE VE DİN BİLİMLERİ BÖLÜMÜ/DİN EĞİTİMİ ANABİLİM DALI/;İlahiyat Temel Alanı;Felsefe ve Din Bilimleri; Din Eğitimi
440;138500;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Atatürk İlkeleri ve Cumhuriyet Tarihi;
441;138602;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
442;237926;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Mühendislik Temel Alanı;Makine Mühendisliği;" Akışkanlar Mekaniği ; Enerji  ; Isı Transferi"
443;138610;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Mühendislik Temel Alanı;Bilgisayar Bilimleri ve Mühendisliği;" Bilgi Güvenliği ve Kriptoloji ; Bilgi Sistemleri ; Bilgisayar Yazılımı"
444;138493;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Sosyoloji;
445;184738;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/İŞLETME FAKÜLTESİ/İŞLETME BÖLÜMÜ/MUHASEBE VE FİNANSMAN ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Muhasebe;
446;47495;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/KİMYA BÖLÜMÜ/ANORGANİK KİMYA ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Kimya; Anorganik Kimya
447;260411;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/YABANCI DİL BÖLÜMÜ/;;;
448;267697;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/ÇOCUK BAKIMI VE GENÇLİK HİZMETLERİ BÖLÜMÜ/ÇOCUK GELİŞİMİ PR./;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Temel Eğitim; Okul Öncesi Eğitimi
449;138641;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SANAT, TASARIM VE MİMARLIK FAKÜLTESİ/GELENEKSEL TÜRK SANATLARI BÖLÜMÜ/ÇİNİ TASARIMI ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Geleneksel Türk Sanatları;" Çini ; Tezhip ; Minyatür"
450;239888;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Mühendislik Temel Alanı;Biyomedikal Mühendisliği;" Biyomedikal Bilimler ve Teknolojiler ; Görüntü İşleme ; İşaret İşleme"
451;139120;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Sosyoloji;" Eğitim Sosyolojisi ; Değişme- Azgelişmişlik ve Modernleşme Sosyolojisi ; Sosyal Değişim"
452;234629;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/ARAP DİLİ VE BELAGATI ANABİLİM DALI/;;;
453;138612;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
454;312029;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TEMEL BİLİMLER BÖLÜMÜ/TEMEL BİLİMLER ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Müzik; Klasik Batı Müziği (Yorumculuk)
455;136830;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TÜRK MÜZİĞİ BÖLÜMÜ/TÜRK MÜZİĞİ ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Müzik;
456;207944;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/YABANCI DİLLER EĞİTİMİ BÖLÜMÜ/İNGİLİZ DİLİ EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Yabancı Dil Eğitimi;
457;102502;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/BİLGİSAYAR VE ÖĞRETİM TEKNOLOJİLERİ EĞİTİMİ BÖLÜMÜ/BİLGİSAYAR VE ÖĞRETİM TEKNOLOJİLERİ EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Bilgisayar ve Öğretim Teknolojileri Eğitimi;" Eğitim Teknolojileri ; Öğretim Tasarımı ; Bilişim Teknolojileri Eğitimi"
458;111344;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
459;25424;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Temel Eğitim; İlk Okuma Yazma ve Türkçe Eğitimi
460;176503;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
461;307247;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/FELSEFE VE DİN BİLİMLERİ BÖLÜMÜ/DİN SOSYOLOJİSİ ANABİLİM DALI/;İlahiyat Temel Alanı;Felsefe ve Din Bilimleri; Din Sosyolojisi
462;303127;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/TIBBİ HİZMETLER VE TEKNİKLER BÖLÜMÜ/İLK VE ACİL YARDIM PR./;;;
463;138645;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SANAT, TASARIM VE MİMARLIK FAKÜLTESİ/İÇ MİMARLIK BÖLÜMÜ/İÇ MİMARLIK ANASANAT DALI/;;;
464;242622;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
465;138640;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SANAT, TASARIM VE MİMARLIK FAKÜLTESİ/GELENEKSEL TÜRK SANATLARI BÖLÜMÜ/ÇİNİ TASARIMI ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Geleneksel Türk Sanatları;" Tezhip ; Minyatür ; Çini"
466;200190;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/BİLGİSAYAR VE BİLİŞİM BİLİMLERİ FAKÜLTESİ/BİLİŞİM SİSTEMLERİ MÜHENDİSLİĞİ BÖLÜMÜ/BİLİŞİM SİSTEMLERİ MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Endüstri Mühendisliği;
467;136842;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/EĞİTİM BİLİMLERİ BÖLÜMÜ/REHBERLİK VE PSİKOLOJİK DANIŞMANLIK ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Rehberlik ve Psikolojik Danışmanlık;" Kariyer Danışmanlığı ; Okul Psikolojik Danışmanlığı ; Psikolojik Danışmanlık Eğitimi"
468;276124;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/ARAP DİLİ VE BELAGATI ANABİLİM DALI/;;;
469;106696;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
470;138508;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
471;284364;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/TEFSİR ANABİLİM DALI/;İlahiyat Temel Alanı;Temel İslam Bilimleri;" Tefsir ; Kur’an-ı Kerim Okuma ve Kıraat"
472;138074;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
473;111717;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TÜRK MÜZİĞİ BÖLÜMÜ/TÜRK MÜZİĞİ ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Müzik; Klasik  Türk  Müziği ( Sanat Müziği )
474;138595;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Mühendislik Temel Alanı;Bilgisayar Bilimleri ve Mühendisliği;" Bilgisayar Yazılımı ; Görüntü İşleme ; Veri Tabanları"
475;138164;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Spor Bilimleri Temel Alanı;Spor Bilimleri;" Rekreasyon ; Fiziksel  Aktivite ve Sağlık ; Antrenman"
476;107770;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
477;270409;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
478;53697;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TEMEL BİLİMLER BÖLÜMÜ/TEMEL BİLİMLER ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Müzik; Klasik  Türk  Müziği ( Sanat Müziği )
479;219418;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/TIBBİ HİZMETLER VE TEKNİKLER BÖLÜMÜ/TIBBİ LABORATUVAR TEKNİKLERİ PR./;;;
480;202931;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Mühendislik Temel Alanı;Endüstri Mühendisliği;" Kalite Yönetimi ; Yapay Öğrenme ; Karar verme"
481;138067;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
482;136384;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TÜRK HALK OYUNLARI BÖLÜMÜ/TÜRK HALK OYUNLARI ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Sahne Sanatları; Halk Dansları
483;138169;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
484;139118;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
485;222740;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DİŞ HEKİMLİĞİ FAKÜLTESİ/KLİNİK BİLİMLER BÖLÜMÜ/PERİODONTOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Periodontoloji;
486;139046;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
487;286476;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
488;136383;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TÜRK HALK OYUNLARI BÖLÜMÜ/TÜRK HALK OYUNLARI ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Sahne Sanatları; Halk Dansları
489;266695;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SANAT, TASARIM VE MİMARLIK FAKÜLTESİ/GELENEKSEL TÜRK SANATLARI BÖLÜMÜ/HAT ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Geleneksel Türk Sanatları;
490;260305;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
491;105996;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TEMEL BİLİMLER BÖLÜMÜ/TEMEL BİLİMLER ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Müzik;" Müzikoloji ; Müzik Teorileri ; Klasik  Türk  Müziği ( Sanat Müziği )"
492;278767;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;İlahiyat Temel Alanı;Temel İslam Bilimleri;
493;294447;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/MATEMATİK BÖLÜMÜ/MATEMATİĞİN TEMELLERİ VE MATEMATİK LOJİK ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Matematik;
494;138062;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Yabancı Dil Eğitimi;
495;102598;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
496;54168;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/TEMEL EĞİTİM BÖLÜMÜ/SINIF EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Özel Eğitim; Zihin Engelliler Eğitimi
497;138498;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Türkçe Eğitimi; Türkçe Eğitimi
498;134154;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
499;19739;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/TÜRKÇE VE SOSYAL BİLİMLER EĞİTİMİ BÖLÜMÜ/TÜRKÇE EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Türkçe Eğitimi; Türkçe Eğitimi
500;237940;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Mühendislik Temel Alanı;Malzeme ve Metalurji Mühendisliği;" Malzeme Karekterizasyonu ; Malzeme Bilimi ; Kompozit Malzemeler"
501;30638;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Mühendislik Temel Alanı;Malzeme ve Metalurji Mühendisliği;" Biyomalzeme ; Kaplama Teknolojisi ; Malzeme Karekterizasyonu"
502;206743;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
503;122112;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TÜRK MÜZİĞİ BÖLÜMÜ/TÜRK MÜZİĞİ ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Müzik;
504;138167;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Yabancı Dil Eğitimi; İngilizce
505;51281;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
506;265098;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Fen Bilimleri ve Matematik Temel Alanı;Fizik;" Süper İletkenler ; Yoğun Madde Fiziği  ; Malzeme Fiziği"
507;281591;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
508;31632;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/ADAPAZARI MESLEK YÜKSEKOKULU/BİLGİSAYAR KULLANIMI BÖLÜMÜ/BİLGİ YÖNETİMİ PR. /;;;
509;138613;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Filoloji Temel Alanı;Çeviribilim;
510;229203;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/ADAPAZARI MESLEK YÜKSEKOKULU/BİLGİSAYAR TEKNOLOJİLERİ BÖLÜMÜ/BİLGİSAYAR PROGRAMCILIĞI PR. /;Mühendislik Temel Alanı;Bilgisayar Bilimleri ve Mühendisliği;" Görüntü İşleme ; Algoritmalar ve Hesaplama Kuramı ; Veri Madenciliği"
511;120326;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/TIBBİ HİZMETLER VE TEKNİKLER BÖLÜMÜ/OPTİSYENLİK PR./;Fen Bilimleri ve Matematik Temel Alanı;Fizik;
512;149082;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
513;138168;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Fen Bilimleri ve Matematik Temel Alanı;Fizik;
514;24923;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAĞLIK BİLİMLERİ FAKÜLTESİ/HEMŞİRELİK BÖLÜMÜ/İÇ HASTALIKLARI HEMŞİRELİĞİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Dahili Hastalıklar Hemşireliği;
515;281676;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
516;138496;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Güzel Sanatlar Temel Alanı;Tasarım;" Görsel Tasarım ; Dijital Oyun / Dijital İletişim / Dijital Yayıncılık ; Etkileşim Tasarımı / Gösterge Bilim"
517;101111;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
518;23641;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
519;138070;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
520;138605;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Gazetecilik ve Medya Çalışmaları;
521;280216;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Sağlık Bilimleri Temel Alanı;Tıbbi Biyoloji;
522;138077;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Güzel Sanatlar Temel Alanı;Plastik Sanatlar;" Resim ; Baskı Resim ; Fotoğraf"
523;198547;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU/SAĞLIK BAKIM HİZMETLERİ BÖLÜMÜ/YAŞLI BAKIMI PR./;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Sosyal Hizmet;
524;185833;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Filoloji Temel Alanı;Çeviribilim; Çeviribilim
525;27499;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;;;
526;136261;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/ADAPAZARI MESLEK YÜKSEKOKULU/MÜLKİYET KORUMA VE GÜVENLİK BÖLÜMÜ/İŞ SAĞLIĞI VE GÜVENLİĞİ PR. /;Mühendislik Temel Alanı;İnşaat Mühendisliği;" Katı Cisimler Mekaniği ; Yapı Mekaniği ; Yapı  ve Malzemeleri"
527;139079;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/SANAT, TASARIM VE MİMARLIK FAKÜLTESİ/SERAMİK VE CAM TASARIMI BÖLÜMÜ/SERAMİK ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Tasarım;" Seramik Tasarımı/İnorganik Malzemeler ; Cam Tasarımı"
528;294021;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/DİŞ HEKİMLİĞİ FAKÜLTESİ/KLİNİK BİLİMLER BÖLÜMÜ/AĞIZ DİŞ VE ÇENE CERRAHİSİ ANABİLİM DALI/;;;
529;300427;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/ADAPAZARI MESLEK YÜKSEKOKULU/BİLGİSAYAR KULLANIMI BÖLÜMÜ/BİLGİ YÖNETİMİ PR. /;;;
530;20928;ÖĞRETİM GÖREVLİSİ;SAKARYA ÜNİVERSİTESİ/REKTÖRLÜK/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Uluslararası İlişkiler;" Avrupa Çalışmaları ; Bölgesel Çalışmalar ; Avrupa Birliği-Türkiye İlişkileri"
